2.003000000000000000e+03,1.196330742444843054e+00
2.004000000000000000e+03,1.071895464774101026e+00
2.005000000000000000e+03,3.058046643786570762e+00
2.006000000000000000e+03,1.416886748269546858e+00
2.007000000000000000e+03,1.700235177811823428e+00
2.008000000000000000e+03,1.138505936630310522e+00
2.009000000000000000e+03,7.909323975097301007e-01
2.010000000000000000e+03,1.025399136543273970e+00
2.011000000000000000e+03,1.451865033166749086e+00
2.012000000000000000e+03,9.752235543727875156e-01
2.013000000000000000e+03,1.136506061391396871e+00
2.014000000000000000e+03,1.279673138260841281e+00
2.015000000000000000e+03,1.514052120287243897e+00
2.016000000000000000e+03,2.009849037868635779e+00
2.017000000000000000e+03,1.712320106370108563e+00
2.018000000000000000e+03,1.775737404189211333e+00
2.019000000000000000e+03,9.670196732177454013e-01
2.020000000000000000e+03,9.512923921263495286e-01
2.021000000000000000e+03,1.186707422137260437e+00
2.022000000000000000e+03,2.878724885649151410e+00
2.023000000000000000e+03,1.654896796555132443e+00
